author|profile_href|location|date_time|comment_text
Leena_rose|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=29466|Boulder|05/07/2020 11:30  AM|Catching feels|"
			B. B. And B. like an air bnb but you get to stay there by yourself 😂 
 


	If a lady reciprocated those feelings. Trust me you’d know. harsh, but true  
 


	No amount of money is worth someone disrespecting me or my independence by blowing me up or complaining if I’m busy with my own life etc.  I bet a lot of guys feel the same way. Like hunter said, If it stops being fun I’m out. I’m all for communication & hearing someone out, making someone feel valued but If it adds stress or drama I’m for sure out. guess I’m a Lone Ranger & like it that way.
 


	 Most of the Time people don’t even care who you are. They’re just searching outside of themselves for something that doesn’t exist & looking to you to fulfill THEM. Call that energy leachers.  Not saying everyone is like that, but....#loveyourself1st. I get weary of anyone who catches feelings quick in general
		"
Leena_rose|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=29466|Boulder|04/24/2020 10:43  PM|Where is your happy??|"
			Definitely 5 & 3! But I agree a hot tub would be nice. Or better yet a sauna💧Lol
		"
Leena_rose|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=29466|Boulder|03/13/2020  3:46  PM|Squirting is real. Who would have thought? Real urine.|"
			Definitely not pee lol 😻💦💦
		"
Leena_rose|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=29466|Boulder|03/13/2020  3:22  PM|On the subject of hairy dudes.|"
			I don’t have a type  I like it all. But I agree with Audrey about going down it’s nice to have it trimmed down there. Other than that I just like all different types of men <3 hairy or not!
		"
Leena_rose|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=29466|Boulder|02/19/2020 11:00  PM|Truly Bi Providers?|"
			Do you mean someone who’s actually into it?
 


	We can’t self promote here but hope you find someone!  
 


	ladies are as fun to play with as men in my opinion💃🏽
		"
Leena_rose|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=29466|Boulder|02/14/2020 11:25  PM|Favorite lotion/lube for FBSM/Russian etc?|"
			I like to use coconut oil that doesn’t have a scent with non latex & a brand called Uber lube 💧it’s more pricey but definitely worth it. Silky & not sticky!
		"
Leena_rose|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=29466|Boulder|02/06/2020  9:54  AM|Turned down by my looks-yikes!|"
			The only time I pass is when someone looks too young. And only if they send a pic without me asking. 
	 
 


	 I doubt it’s because of you! Maybe she got busy & couldn’t make the time work anymore. Sorry that happened! You should do this hobby to feel good about yourself not have ladies be mean. Hugs
		"
Leena_rose|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=29466|Boulder|01/22/2020 10:10  PM|V day! What’s your plans?|"
			I like to make sure I’m somewhere nice that has a tub 🌹Fill it with petals & bath salts. Light candles  & relax. Glass of red wine & a good book. Then again I do that often lol
		"
Leena_rose|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=29466|Boulder|01/17/2020  2:31  PM|Oral Delights go both ways|"
			Latex is not the best in my opinion.... There’s so many good options out there that are more comfy, slippery & non-latex. Also I really the second the coconut oil  it’s also anti microbial which is a helpful fact So it feels cleaner. I’ve researched that you do need to be careful with coconut oil and condoms, because it causes latex to break. Another reason I don’t use latex! Lol 
 


	Has anyone ever used Honey or something when going down? It can get creative 🍓🍯🍦🍒
 


	let’s not forget sometimes it’s nice to lay back & receive pleasure but what about at the same time? 69 is Double the fun
		"
Leena_rose|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=29466|Boulder|01/17/2020 12:39  PM|Oral Delights go both ways|"
			My favorite! 😇😈
		"
Leena_rose|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=29466|Boulder|10/30/2019  5:22  PM|Dates. When others are home????|"
			This actually happened to me too a few years ago. Except he insisted we played in the open living room and there was a balcony up top where his wife was sleeping. Crazy...I’ve never been out of somewhere so fast.
		"
pfunk|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=95|N/A|05/20/2020  9:47  PM|Denver|"
			Take a walk on the wild side...
 


	Welcome Jessica! I hope you enjoy Colorado!
		"
pfunk|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=95|N/A|05/20/2020  9:43  PM|Get Up and Dance!|"
			I've never been more impressed with a dancer. She is the real deal!!
		"
pfunk|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=95|N/A|05/20/2020  6:52  PM|Spanking|"
			I met an escort that enjoyed being spanked. Not a lot, just about 10 good swats (part of foreplay). She said it made her tingle, and the session would proceed very passionately! Unfortunately retired!
		"
pfunk|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=95|N/A|05/20/2020  6:47  PM|Please, stop asking....|"
			Thanks for the laugh!!
		"
pfunk|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=95|N/A|05/19/2020 11:26  AM|K Time to Lighten It Up Again...|"
			What a wonderful thread!!
		"
pfunk|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=95|N/A|05/19/2020 11:11  AM|Get Up and Dance!|"
			IMHO, one of the top 10 rock-n-roll songs so far...
		"
pfunk|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=95|N/A|05/19/2020 11:06  AM|Remember the black dot thread??|"
			I have over 8000 posts, and 9 dots. I have a feeling 10 dots might be a real long term challenge.  


	Good luck, Laci!
		"
pfunk|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=95|N/A|05/17/2020 10:02  AM|The Provider Paradox|"
			The trolls are working extra hard in this thread. Just look at the lengths of their posts!
 


	Geez! Go throw a frisbee with your dog, or take a walk! Enjoy the sunshine! LOL!
		"
pfunk|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=95|N/A|05/17/2020  9:16  AM|STG 411 in Colorado Springs|"
			Looks like Hobby Hobbit trolled us successfully!
		"
pfunk|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=95|N/A|05/16/2020  6:15  PM|Please, stop asking....|"
			Really? I've never had a doctor offer ANY kind of a discount. The professional tradespeople I've met (and I've met a lot, since I am one) rarely offer a discount. 
 


	But I guess you know better than I.
		"
pfunk|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=95|N/A|05/14/2020  4:36  PM|The Benefits|"
			I think Prayforrain and Mike940370 are right. We should stop criticizing them. In fact, we should stop responding to them altogether.
 


	The people who want to help them, will respond if they have useful advice.
		"
pfunk|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=95|N/A|05/14/2020  6:18  AM|QV UTF provider's|"
			Rub one out in bathroom break. What's that take...10 minutes? Saves you time and money!
		"
pfunk|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=95|N/A|05/13/2020  8:00  PM|Blacklists|"
			I'd rather hear from both parties involved in a so-so, or bad, experience. In this case, the rebuttal tells you, and I, that the lady is mean-spirited. 
 


	I'd rather know that, than be denied the knowledge, with an ECCIE review.
		"
airamericavet65|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=17670|Living in paradise|05/19/2020 11:17  PM|Remember the black dot thread??|"
			Kaduk now has 10 I think we need to call in the Inspector General
		"
airamericavet65|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=17670|Living in paradise|05/19/2020  7:25  AM|Remember the black dot thread??|"
			Can't remember what each dot signified but this sounds like a worthy challenge would a black marker help. Any effort involving coffee and scotch is destined for success
		"
airamericavet65|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=17670|Living in paradise|05/08/2020  6:01  PM|Pandemic Feels featuring Laci|"
			Know the exact spot that picture was taken a great View
		"
airamericavet65|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=17670|Living in paradise|05/03/2020  5:20  PM|Loving her was easier then anything I'll ever do again|"
			I was blessed for 50 years and have remembered every minute I can for the last five we'll never forget the fun
		"
airamericavet65|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=17670|Living in paradise|05/03/2020  2:32  PM|Not sure who needs to hear this...|"
			Strong women don't have attitudes. They have standards and boundaries respect them
		"
airamericavet65|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=17670|Living in paradise|04/19/2020 10:18  PM|America Is Not So Great|"
			The much-loved was a nice touch way to go
		"
airamericavet65|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=17670|Living in paradise|04/18/2020  2:04  PM|If the decision was yours...|"
			Right on
		"
airamericavet65|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=17670|Living in paradise|04/18/2020  8:20  AM|RIP:: Medal of Honor recipient Bennie Adkins, known for Vietnam heroics.|"
			Truly saddened by the loss of another American Hero Godspeed and rest in peace
		"
airamericavet65|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=17670|Living in paradise|04/15/2020  7:35  AM|Happy birthday Raine|"
			Wishing you the best birthday ever
		"
airamericavet65|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=17670|Living in paradise|04/12/2020 12:44  PM|Happy Easter 🐣|"
			Hope the Easter bunny is good to you
		"
airamericavet65|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=17670|Living in paradise|04/12/2020  8:47  AM|Happy Easter 🐣|"
			No matter what you believe it's a special day for all wishing everyone a day filled with love
		"
airamericavet65|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=17670|Living in paradise|04/11/2020  3:17  PM|A happy birthday shout out to ...|"
			Hope you had a great day
		"
airamericavet65|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=17670|Living in paradise|04/10/2020  3:32  PM|Describe your naughty bits in a movie title|"
			Dr.No
		"
airamericavet65|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=17670|Living in paradise|04/10/2020  9:05  AM|Is this normal protocol for a provider?|"
			100% agree
		"
airamericavet65|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=17670|Living in paradise|04/03/2020  2:49  PM|Helping each other...what do you need/have|"
			In a pinch you really don't need to flush done enough traveling in my life better to know what happens in other parts of the world
		"
gr8owl|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1438|.       forest between hope and delusion|05/19/2020  8:32  PM|Members you miss|"
			Something happen to CH in the last 24 hours??
 


	As far as missing folks - presence on the board or seeing in person?  There are quite a few who posted with some regularity in the past and are still ""here"" as in they sign in on occasion, but rarely or never post here any more. Too bad because I enjoyed their posts.  As far as in person the ones I miss the most are the regulars last seen two months ago!! (but about to change!)
		"
gr8owl|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1438|.       forest between hope and delusion|05/19/2020  2:01  PM|tutti frutti|"
			Just for grins, if anyone interested and has time (what the hell else are some of you gonna do right now?) a couple interesting takes.  One of the great things I always loved about early rock and still true of the blues is there is great music being made by artists of MANY races!!
		"
gr8owl|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1438|.       forest between hope and delusion|05/19/2020  1:32  PM|tutti frutti|"
			Ahhhh yes, the devil music!!  But did Mr. Johnson truly sell his soul?? The blues remains number one in my heart and its illegitimate (meant lovingly!!) son rock and roll a close second.
		"
gr8owl|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1438|.       forest between hope and delusion|05/19/2020  1:20  PM|tutti frutti|"
			Who was ""first"" to cross over is an interesting topic - how many white folks followed the R&B billboard charts?  Momma Thornton, Howling Wolf, Chuck Berry were having widening success well before Little Richard's Tutti Frutti in 1955 (same year as Berry's Maybellene)  Yes, I was well aware of the meaning of tuuti frutti.  He was NOT by any means the only early 50's artist to use double entendre lyrics.  As to the gay thing, it never once mattered to me in the slightest throughout all the years of enjoying the hell out of his music.  It is his music that made him a unique legend in my mind ....... and not sure how calling a ""unique legend"" could be an understatement  lol.  He had a huge influence - along with others already mentioned, and a few others - on what became rock and roll.  He and the others opened the door that Elvis blew through and into history.  And one hell of a musician and singer!
		"
gr8owl|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1438|.       forest between hope and delusion|05/14/2020  7:20  PM|QV UTF provider's|"
			You are welcome.  The search function aint what it used to be but you can still really narrow down the basics at least.  There is a very similar search over under listings, but that one too got dumbed down after SESTA/FOSTA and understandably so.  Unfortunately QV is not a searchable term even by any cheat I tried.   Most ladies seem willing to go at least as short as half hour and usually the QV $ are not much different.  Lastly, it is, in my opinion, folly to recommend specific ladies because my tastes (even simple utf) are likely different from yours, so I don't. Not to mention the rest of the tale ..... heavy, slender, tall, short ..... no idea what you like and since all that is searchable, no need to guess.  And assuming you are talking Denver, I know next to squat about Denver ladies.  Good luck though, the search/hunt is half the fun!  Best I got unless you want to give me a list of ladies you are interested in, pay their hour donation and I will happily do field recon for you and report back!
		"
gr8owl|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1438|.       forest between hope and delusion|05/14/2020  7:38  AM|QV UTF provider's|"
			If only there were a search function under the reviews section to allow one to find what they seek.  Oh wait ......... there is!!!!  Enter ""utf"" in the ""experience description"" box and get over 3000 results.  Enter additional terms to narrow further, and/or use the other searchable terms.  Not that hard (no pun intended.  OK, maybe intended)
		"
gr8owl|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1438|.       forest between hope and delusion|05/13/2020 10:50  PM|Blacklists|"
			Late to game but a couple things for OP.  The best source is to pm the members that have reviewed the lady of your yearnings (regardless of whether good or bad review) and ask if there is any additional information they may be willing to share.  this of course works much better if you are known and generally respected and have not pissed off everyone but the pope and he has it under advisement.
 


	 There are of course fake reviews, overly complimentary reviews, occasional revenge bullshit bad review, lying rebuttals and on and on.  Why?  Because both clients and providers are human beings, which means a certain percentage of both are dirty low down, lying, despicable assholes out to figuratively screw whoever they can.  That is life and the world and so of course there are some bad actors here.  But they usually show themselves in posts or reviews or back channel via pm.
 


	Trying to apply random number/function thinking to the number of positive reviews ignores the fact that some of us do extensive research before seeing a new lady including back channel and that heavily skews the results toward a positive experience and review.  If you do it right anyway!!
		"
gr8owl|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1438|.       forest between hope and delusion|05/13/2020 10:36  PM|Blacklists|"
			How sweet of you guys to follow her twitter.
		"
gr8owl|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1438|.       forest between hope and delusion|05/13/2020 10:34  PM|Kayle Mae in Fort Collins/NoCo|"
			She has been a p411 member (Kayla, Fort Collins) for 4 years and has 4 reviews on erotic monkey.  Not a paid member at EM so I cannot read the reviews.  Just the p411 membership is a good sign, although no guarantee.
		"
gr8owl|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1438|.       forest between hope and delusion|05/09/2020  1:07  PM|tutti frutti|"
			rip Little Richard  😢  unique legend
		"
gr8owl|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1438|.       forest between hope and delusion|05/08/2020  6:34  PM|Rolling Stones - Living in A Ghost Town|"
			How about something else brand new?
		"
gr8owl|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1438|.       forest between hope and delusion|05/08/2020  6:19  PM|Pandemic Feels featuring Laci|"
			🦀 cheer up 😁
		"
gr8owl|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1438|.       forest between hope and delusion|05/08/2020  3:18  PM|Denied Booking....Not Sure Why|"
			For some reason I find myself wondering if there are little people*  living in the new castle.  hmmmmm
 


	*(height, NOT age)
		"
gr8owl|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1438|.       forest between hope and delusion|05/08/2020  2:55  PM|Rolling Stones - Living in A Ghost Town|"
			I would have to stop laughing first. 🤣🤣
		"
gr8owl|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1438|.       forest between hope and delusion|05/08/2020  2:05  PM|Rolling Stones - Living in A Ghost Town|"
			Now you just sound like a whiny millennial.
		"
Juskiddng|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=8688|N/A|05/09/2020  3:57  PM|Pandemic Feels featuring Laci|"
			Damn you Hunter....now I need crab legs!
 


	Although I found the crab imoji, which makes things a little better! 🦀
		"
Juskiddng|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=8688|N/A|04/10/2020  1:29  PM|Describe your naughty bits in a movie title|"
			Dumb and Dumber
		"
Juskiddng|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=8688|N/A|02/19/2020 10:18  AM|Lola Bella from Tryst|"
			Thank you!
		"
Juskiddng|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=8688|N/A|02/18/2020  1:33  PM|Lola Bella from Tryst|"
			I'm bumping this up again to see if anyone has any insights to this lovely lady. I've done all the research that my limited ability allows so I'm hoping someone with a little more skill could help determine if she is legit?
		"
Juskiddng|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=8688|N/A|01/20/2020 12:13  PM|Lola Bella from Tryst|"
			Lola Bella


720-982-7029


 

Colorado
Massage
 


	I've done about as much research as my limited capabilities allow on this intriguing young lady, so I'm reaching out to those of you who may have some information on Ms. Lola Bella or are better at research than I.  Thanks!
 


	https://tryst.link/massage/lola-bella
		"
Juskiddng|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=8688|N/A|12/30/2019  6:04  PM|Welcome me|"
			Nice job with the first post! So many times someone new posts somthing completely absurd and then they wonder why they are lambasted with snarky replys...your post is how it's done!  Welcome! 👍
		"
Juskiddng|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=8688|N/A|11/22/2019  2:36  PM|Incorrect review|"
			I personally like the rebuttals. One can glean a lot of good information from them such as the writer's level of maturity.
		"
Juskiddng|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=8688|N/A|11/22/2019  2:29  PM|Funny Holiday Shows/Movies|"
			Elf with Will Ferrell...makes me cry laughing every time!
		"
Juskiddng|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=8688|N/A|11/12/2019  9:36  AM|Out for a while|"
			Get well soon and we will see you back on the board in no time!
		"
Juskiddng|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=8688|N/A|10/25/2019  9:20  AM|HI JUST WANTED TO SAY HELLO TO EVERYONE|"
			Welcome pretty lady! I hope you enjoy yourself and stay safe!
		"
Juskiddng|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=8688|N/A|09/12/2019  6:21  PM|Small women|"
			????? 😳
		"
Juskiddng|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=8688|N/A|09/11/2019 11:37  AM|9/11/01|"
			👍
		"
Juskiddng|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=8688|N/A|09/08/2019  8:56  PM|ZHTR|"
			Mine is pretty self explanatory, just spelled a little different.
 


	How about you Audrey, how did you become Audrey Astor?
		"
Juskiddng|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=8688|N/A|09/05/2019  9:14  PM|Fall is almost here! Favorite things about fall!|"
			When fall arrives generally the fire restrictions have been lifted so heading into the national forest and doing some camping...nothing like finding a nice secluded dispersed camp site and getting away from the hustle and bustle.
		"
Juskiddng|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=8688|N/A|09/04/2019  9:21  AM|Incall vs. Outcall|"
			Then the stars have aligned and the orgasms will be incredible!
		"
Raine-7379|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14857|Lone Tree|05/20/2020  5:32  PM|Spanking|"
			Spanking is something you need to ask if it is allowed..  Some love it, and others will not allow it ... A handprint on my ass will not be welcomed..... Just ask!!!
		"
Raine-7379|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14857|Lone Tree|05/20/2020  5:23  PM|Please, stop asking....|"
			And guys still want Greek... Never ever happening. .  😳😳😳
		"
Raine-7379|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14857|Lone Tree|05/19/2020  2:36  PM|Please, stop asking....|"
			We have the finger exam as well...
		"
Raine-7379|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14857|Lone Tree|05/17/2020  9:24  PM|Please, stop asking....|"
			You are so correct,  I do not see someone asking for special services or a discount... why would I when there are respectful men to spend my time with.❣️❣️❣️
 


	Last time I checked your doctor or car dealer is not sucking your dick and or f**king you...
		"
Raine-7379|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14857|Lone Tree|05/13/2020  3:02  PM|Please, stop asking....|"
			We do not see boys... Grown ass men should know better!!!!
		"
Raine-7379|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14857|Lone Tree|05/11/2020 11:32  AM|Please, stop asking....|"
			I think you are onto something... Laci and I could line them all up for a good bitch slap.  And for the really bad offenders a good ass beating...
		"
Raine-7379|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14857|Lone Tree|05/11/2020 11:13  AM|Please, stop asking....|"
			I am absolutely astonished at how many guys from this board, and p411 are the biggest offenders...
		"
Raine-7379|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14857|Lone Tree|05/10/2020  4:19  AM|Happy Mothers Day|"
			Have a wonderful day filled with  love and joy.❣️❣️
		"
Raine-7379|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14857|Lone Tree|05/09/2020  5:06  PM|Pandemic Feels featuring Laci|"
			I will go for the stick up my ass, and not my head up my ass so far I cannot think....
		"
Raine-7379|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14857|Lone Tree|05/09/2020  5:04  PM|Pandemic Feels featuring Laci|"
			I so need a trip to Paris... Laci can you bring me along, please????
		"
Raine-7379|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14857|Lone Tree|05/09/2020  4:47  PM|Please, stop asking....|"
			I am sorry, no idea what that is...😲
		"
Raine-7379|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14857|Lone Tree|05/09/2020  3:31  PM|The Provider Paradox|"
			Points points points..... Take the advice!!
		"
Raine-7379|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14857|Lone Tree|05/09/2020  2:39  PM|Please, stop asking....|"
			** if we are running covid specials. No, our rates are not negotiable.
 


	** If we are available ""right now"" in under an hour...
 


	** If something never offered is now available because of the virus.
 


	** And of course never ever ask for bbfs. Instantly blocked.
		"
Raine-7379|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14857|Lone Tree|05/09/2020  2:11  PM|The Provider Paradox|"
			I am having a very bad mood day... Who wants to bite my tongue, so I didn't tell this tool what I really think???
		"
Raine-7379|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=14857|Lone Tree|05/09/2020 10:24  AM|The chicken or egg problem|"
			Fixed it for you BB
		"
sparkey600|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1016|N/A|05/17/2020 12:11  AM|Deposits Deposits Deposits!!!|"
			Ryann,
 


	You and I have visited a few times in the past..let's agree that we are beyond your concerns on this post baby!
		"
sparkey600|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1016|N/A|05/14/2020 12:00  AM|Please, stop asking....|"
			I'm sorry that they bother you on a regular basis.
 


	Nobody deserves that.
		"
sparkey600|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1016|N/A|05/13/2020 11:56  PM|Pandemic Feels featuring Laci|"
			Crab legs and streak? Mushrooms in garlic? Got it!
 


	Every Friday evening at my placed! Hot tub and fun? OK!
 


	love to eat good on Friday evenings although I'm on a diet  the other days of the week! HAHAHAH 
 


	Lost 28 pounds since January yay ME!
		"
sparkey600|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1016|N/A|05/13/2020 11:45  PM|Pandemic Feels featuring Laci|"
			Nice.
 


	Now we all know about you. You killed yourself. Good job shit stick!
		"
sparkey600|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1016|N/A|05/13/2020 11:43  PM|Rolling Stones - Living in A Ghost Town|"
			Nice.
 


	You obviously like techno? 
 


	Have you possibly heard the term ""respect"" for your elders? No I'm guessing.
 


	Nice way to introduce yourself to this board.
 


	Tread lightly on these kind of topic or otherwise you might find yourself as a Non Suquitar just saying...Peace..
		"
sparkey600|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1016|N/A|05/13/2020 11:34  PM|Rolling Stones - Living in A Ghost Town|"
			Gods and fishes. Millennial's are the worst.
 


	Loved it, thanks for posting it Bro!
		"
sparkey600|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1016|N/A|05/13/2020 11:29  PM|Please, stop asking....|"
			They are the the people you need to stay away from. Remember them, then remember the ones that respond with respect.
 


	Your life will be that much better!
 


	Keep a list! hahahaha
		"
sparkey600|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1016|N/A|05/13/2020 11:23  PM|Please, stop asking....|"
			I wasn't going to reply to this initially..But here I go.Most men on here are looking to get sex for the least possible price.That's why you get all of the negative ""hey baby are you offering a Covid 19 discount. Are you available now? Means that they are not thinking ahead and are most likely married and have a very limited time to see someone else. Offering something that was never offered before this stupid virus is too creepy to me. Everyone please take the time to protect yourselves.
 


	Proper screening is a must! Don't feel like you're asking too much for a temperature reading  or any other screening you might think will make you safe
 


	Rant over.....
		"
sparkey600|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1016|N/A|05/01/2020 11:32  PM|Starting a New Thread|"
			Why are you here?
		"
sparkey600|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1016|N/A|05/01/2020 11:31  PM|Starting a New Thread|"
			Aw, so cute! What would we do without dogs?
		"
sparkey600|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1016|N/A|05/01/2020 11:14  PM|Starting a New Thread|"
			To counter you.
		"
sparkey600|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1016|N/A|04/29/2020 11:46  PM|Making porn to get through the RONA|"
			Cliff note version: blah blah blah I, 2Big happen to swear, and whether you know it or nor I'm a Moderator on here set to apply just enough hate to get everyone to respond and keep thing interesting to the point where people drop off because they don't like my kind of hatred. I'm a hater and the only reason why I can possibly still be here is because I have a ""hall pass"" from the mods, or I happen to be a  mod myself.
 


	Short version to what he said. HAHAHA
 


	He is in short the new Gandolf Black
 


	Anyone here remember the similarities of him and Gandolf Black?
		"
sparkey600|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1016|N/A|04/27/2020 11:49  PM|Helping each other...what do you need/have|"
			Sorry, you are on your own.
 


	Been there, done that.
 


	My expressed condolences during these trying times bud...I feel for you!
 


	Wait..can they perhaps paint a house or mow the lawn?
		"
sparkey600|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1016|N/A|04/27/2020 11:44  PM|Helping each other...what do you need/have|"
			The Safeway in the Roxborough area regularly has TP and paper towels. I've seen 20 or so units of each regularly.
 


	Out and about in the germy new world I have discovered if you get out and about early you can find most necessities except bleach, Lysol spray and Clorox wipes.
 


	I've also had GREAT luck at Target's website for paper products and a lot of cleaning supplies. At the door pick up with them is more than helpful!
 


	Hope this helps!
		"
sparkey600|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1016|N/A|04/27/2020 11:29  PM|Starting a New Thread|"
			Aw, puppies are the best. I've raised 4 of them so far. Always had dogs in my life, couldn't think of not having one ever!  Umm..when they eat something like pillows or shoes I always told myself ""it's a good thing they are so damn cute!"" We love Cane Corso (Italian Mastiff) so loyal to friends and family. We spent an entire year socializing our current hound, took (and still take) him everywhere, there's never a situation we come across that I don't trust him 100%
 


	Have fun with your new pup!
		"
